GEO_ID,GEO_ID_TRIMMED,Geographic_Area_Name,Estimate_B27015_001E,Margin of Error Total B27015_001M,"Under $25,000_B27015_002E","Under $25,000_B27015_002M","Under $25,000_B27015_003E_With health insurance coverage","Under $25,000_CoverageRate_With health insurance ",Margin of Error_B27015_003M_With health insurance coverage,"Under $25,000_B27015_004E_With health insurance coverage_With private health insurance","Under $25,000_B27015_004M_With health insurance coverage_With private health insurance","Under $25,000_B27015_005E_With health insurance coverage_With private health insurance","Under $25,000_B27015_005M_With health insurance coverage_With public coverage","Under $25,000_B27015_006E_No health insurance coverage","Under $25,000_B27015_006M_No health insurance coverage","$25,000 to $49,999_B27015_007E","$25,000 to $49,999_B27015_007M","$25,000 to $49,999_B27015_008E_With health insurance coverage","25,000 to $49,999_B27015_008M_With health insurance coverage","$25,000 to $49,999_B27015_009E_With health insurance coverage_With private health insurance","$25,000 to $49,999_B27015_009M_With health insurance coverage_With private health insurance","$25,000 to $49,999_B27015_010E_With health insurance coverage_With public coverage","$25,000 to $49,999_B27015_010M_With health insurance coverage_With public coverage","$25,000 to $49,999_B27015_011E_No health insurance coverage","$25,000 to $49,999_B27015_011M_No health insurance coverage","$50,000 to $74,999_B27015_012E","$50,000 to $74,999_B27015_012M","$50,000 to $74,999_B27015_013E_With health insurance coverage","$50,000 to $74,999_B27015_013M_With health insurance coverage","$50,000 to $74,999_B27015_014E_With health insurance coverage_With private health insurance","$50,000 to $74,999_B27015_014M_With health insurance coverage_With private health insurance","$50,000 to $74,999_B27015_015E_With health insurance coverage_With public coverage","$50,000 to $74,999_B27015_015M_With health insurance coverage_With public coverage","$50,000 to $74,999_B27015_016E_No health insurance coverage","$50,000 to $74,999_B27015_016M_No health insurance coverage"
1400000US42045403101,42045403101,"Census Tract 4031.01, Delaware County, Pennsylvania",3621,417,564,208,542,0.960992908,200,170,99,416,185,22,26,333,205,297,193,222,135,180,96,36,47,455,209,453,208,405,199,80,47,2,7
1400000US42045403103,42045403103,"Census Tract 4031.03, Delaware County, Pennsylvania",2682,383,238,139,150,0.630252101,102,77,97,99,67,88,85,384,202,366,188,261,114,202,147,18,32,1057,517,889,442,435,269,581,310,168,125
1400000US42045403104,42045403104,"Census Tract 4031.04, Delaware County, Pennsylvania",2488,341,351,153,244,0.695156695,117,54,37,217,111,107,91,580,314,575,315,368,259,230,121,5,9,666,271,634,254,485,219,210,110,32,48
1400000US42045403200,42045403200,"Census Tract 4032, Delaware County, Pennsylvania",4145,25,378,161,378,1,161,264,134,277,116,0,10,766,458,761,458,397,208,511,328,5,9,544,184,544,184,450,159,267,112,0,10
1400000US42045403300,42045403300,"Census Tract 4033, Delaware County, Pennsylvania",6691,21,1049,432,925,0.881792183,442,453,330,755,416,124,143,1573,595,1489,581,983,421,895,367,84,82,1260,839,1210,829,971,707,528,498,50,82
1400000US42045403401,42045403401,"Census Tract 4034.01, Delaware County, Pennsylvania",3022,265,205,108,169,0.824390244,98,82,62,159,96,36,40,392,248,392,248,269,169,312,244,0,10,865,498,841,490,668,331,289,345,24,27
1400000US42045403402,42045403402,"Census Tract 4034.02, Delaware County, Pennsylvania",3605,266,522,334,490,0.938697318,324,330,297,234,127,32,38,731,244,598,218,263,128,480,185,133,76,833,304,751,269,486,170,399,209,82,69
1400000US42045403501,42045403501,"Census Tract 4035.01, Delaware County, Pennsylvania",4233,226,584,335,463,0.792808219,188,153,109,391,179,121,179,806,252,764,243,395,157,471,197,42,48,599,261,562,257,427,221,152,92,37,41
1400000US42045403502,42045403502,"Census Tract 4035.02, Delaware County, Pennsylvania",2923,224,416,201,355,0.853365385,211,123,78,330,210,61,91,393,212,378,209,211,95,287,161,15,18,435,256,410,250,365,250,178,81,25,31
1400000US42045403601,42045403601,"Census Tract 4036.01, Delaware County, Pennsylvania",4102,150,336,168,295,0.87797619,158,153,105,180,116,41,44,547,261,463,223,211,115,319,166,84,65,738,290,689,287,609,294,117,86,49,54
1400000US42045403602,42045403602,"Census Tract 4036.02, Delaware County, Pennsylvania",1786,152,69,44,57,0.826086957,40,5,8,57,40,12,20,203,78,199,79,140,62,116,60,4,6,278,159,278,159,181,114,122,74,0,10
1400000US42045403701,42045403701,"Census Tract 4037.01, Delaware County, Pennsylvania",1548,160,83,47,83,1,47,38,23,83,47,0,10,272,110,252,103,219,94,83,40,20,26,295,127,289,124,235,108,108,59,6,10
1400000US42045403702,42045403702,"Census Tract 4037.02, Delaware County, Pennsylvania",2556,162,468,277,415,0.886752137,261,66,37,388,265,53,47,617,239,601,232,376,189,334,134,16,24,737,306,667,299,476,183,297,245,70,76
1400000US42045403800,42045403800,"Census Tract 4038, Delaware County, Pennsylvania",6306,79,645,278,619,0.959689922,273,258,160,552,260,26,40,1059,451,996,440,584,267,661,404,63,61,1402,484,1291,466,1035,422,406,224,111,93
1400000US42045403901,42045403901,"Census Tract 4039.01, Delaware County, Pennsylvania",3373,171,254,109,249,0.980314961,105,134,65,178,88,5,10,535,205,479,182,313,136,338,129,56,60,626,237,592,234,550,220,139,79,34,39
1400000US42045403902,42045403902,"Census Tract 4039.02, Delaware County, Pennsylvania",3613,171,237,98,237,1,98,158,75,193,84,0,10,205,76,205,76,140,62,152,64,0,10,475,211,438,202,407,200,163,85,37,46
1400000US42045404003,42045404003,"Census Tract 4040.03, Delaware County, Pennsylvania",2267,230,125,63,113,0.904,60,64,44,82,51,12,19,427,202,359,151,223,129,207,116,68,75,597,268,575,264,547,236,81,61,22,35
1400000US42045404004,42045404004,"Census Tract 4040.04, Delaware County, Pennsylvania",6178,401,403,170,340,0.843672457,145,208,101,286,127,63,66,919,352,859,340,599,241,433,213,60,67,423,188,423,188,394,182,117,90,0,15
1400000US42045404101,42045404101,"Census Tract 4041.01, Delaware County, Pennsylvania",6365,460,602,199,602,1,199,291,163,382,133,0,15,779,276,779,276,708,247,353,151,0,15,919,380,755,309,618,263,328,182,164,231
1400000US42045404102,42045404102,"Census Tract 4041.02, Delaware County, Pennsylvania",5246,486,588,255,571,0.971088435,252,131,90,522,253,17,26,1060,374,1048,373,674,257,561,276,12,19,876,326,819,298,573,237,318,218,57,54
1400000US42045404103,42045404103,"Census Tract 4041.03, Delaware County, Pennsylvania",3668,212,208,89,208,1,89,143,75,173,86,0,10,519,216,463,208,343,148,271,117,56,44,433,193,424,185,317,151,249,136,9,16
1400000US42045404300,42045404300,"Census Tract 4043, Delaware County, Pennsylvania",2530,228,515,215,459,0.891262136,212,175,115,360,173,56,45,664,233,623,227,168,85,502,195,41,35,410,169,379,161,231,115,175,88,31,34
1400000US42045404400,42045404400,"Census Tract 4044, Delaware County, Pennsylvania",1544,163,272,96,219,0.805147059,83,126,64,119,60,53,78,364,156,357,156,312,156,126,73,7,10,126,91,113,76,81,55,69,64,13,21
1400000US42045404500,42045404500,"Census Tract 4045, Delaware County, Pennsylvania",5397,643,1295,491,1187,0.916602317,474,313,278,1130,468,108,90,1330,432,1314,430,615,264,836,333,16,26,1135,388,932,322,709,290,332,210,203,130
1400000US42045404600,42045404600,"Census Tract 4046, Delaware County, Pennsylvania",1969,193,379,155,369,0.973614776,157,201,132,184,70,10,15,321,156,285,144,104,56,237,133,36,45,459,189,440,179,330,141,186,107,19,24
1400000US42045404700,42045404700,"Census Tract 4047, Delaware County, Pennsylvania",2377,236,796,258,778,0.977386935,254,354,196,452,155,18,28,628,336,610,337,193,96,484,318,18,20,353,188,311,165,222,139,109,79,42,56
1400000US42045404800,42045404800,"Census Tract 4048, Delaware County, Pennsylvania",2045,245,566,191,495,0.874558304,177,147,113,377,139,71,51,722,238,627,228,148,77,562,222,95,69,452,210,435,205,155,86,300,158,17,26
1400000US42045404900,42045404900,"Census Tract 4049, Delaware County, Pennsylvania",1169,137,466,181,454,0.974248927,178,19,22,444,182,12,19,329,167,274,140,127,83,216,131,55,45,284,145,284,145,178,79,106,99,0,10
1400000US42045405000,42045405000,"Census Tract 4050, Delaware County, Pennsylvania",1623,190,605,146,589,0.973553719,146,106,36,564,146,16,25,366,148,345,144,162,85,248,113,21,22,281,156,258,144,90,66,182,131,23,27
1400000US42045405100,42045405100,"Census Tract 4051, Delaware County, Pennsylvania",2055,252,444,219,409,0.921171171,209,63,34,397,209,35,26,720,252,693,246,204,83,541,218,27,28,419,201,357,153,218,112,210,117,62,84
1400000US42045405200,42045405200,"Census Tract 4052, Delaware County, Pennsylvania",2828,306,1313,363,1227,0.934501142,369,322,169,1100,344,86,70,771,233,737,226,470,172,363,172,34,35,292,130,292,130,226,102,100,63,0,10
1400000US42045405300,42045405300,"Census Tract 4053, Delaware County, Pennsylvania",2940,360,766,289,623,0.813315927,260,259,173,451,197,143,107,963,324,843,277,262,132,652,238,120,114,541,254,508,240,308,144,228,166,33,32
1400000US42045405400,42045405400,"Census Tract 4054, Delaware County, Pennsylvania",2368,331,676,173,625,0.924556213,173,136,75,542,164,51,41,843,296,742,273,405,162,421,221,101,86,424,251,393,238,217,124,271,195,31,33
1400000US42045406100,42045406100,"Census Tract 4061, Delaware County, Pennsylvania",2227,246,288,155,270,0.9375,153,68,44,235,150,18,26,224,101,216,101,163,85,98,41,8,11,528,193,501,191,425,177,108,61,27,34
1400000US42045406201,42045406201,"Census Tract 4062.01, Delaware County, Pennsylvania",3180,194,254,104,187,0.736220472,79,122,53,152,74,67,70,300,122,268,96,127,56,225,89,32,40,709,250,623,234,469,192,272,114,86,87
1400000US42045406202,42045406202,"Census Tract 4062.02, Delaware County, Pennsylvania",4831,192,336,235,336,1,235,97,88,254,227,0,10,702,244,686,239,516,194,402,170,16,27,1467,525,1447,517,1326,485,276,147,20,31
1400000US42045406300,42045406300,"Census Tract 4063, Delaware County, Pennsylvania",3304,21,615,212,605,0.983739837,210,248,142,470,195,10,17,1049,349,987,336,629,253,570,289,62,70,791,322,782,317,553,272,304,167,9,17
1400000US42045406401,42045406401,"Census Tract 4064.01, Delaware County, Pennsylvania",2823,112,629,226,599,0.952305246,229,95,77,537,241,30,35,837,295,774,282,474,225,387,145,63,51,486,211,463,202,309,159,196,114,23,23
1400000US42045406402,42045406402,"Census Tract 4064.02, Delaware County, Pennsylvania",1245,111,487,172,454,0.932238193,171,65,51,401,170,33,30,262,98,262,98,193,90,113,74,0,10,227,136,227,136,119,74,153,102,0,10
1400000US42045406500,42045406500,"Census Tract 4065, Delaware County, Pennsylvania",1911,187,409,166,402,0.982885086,164,162,148,333,139,7,9,586,168,577,167,252,96,386,147,9,8,377,142,355,139,271,121,130,66,22,18
1400000US42045406600,42045406600,"Census Tract 4066, Delaware County, Pennsylvania",2258,247,655,220,615,0.938931298,210,134,94,512,167,40,40,522,214,442,170,297,164,225,104,80,86,549,229,465,203,420,196,64,45,84,56
1400000US42045406700,42045406700,"Census Tract 4067, Delaware County, Pennsylvania",3454,33,474,194,425,0.896624473,184,30,30,415,182,49,42,801,367,772,373,361,186,490,283,29,31,1047,393,1027,393,811,349,363,190,20,21
1400000US42045406801,42045406801,"Census Tract 4068.01, Delaware County, Pennsylvania",4127,305,506,337,424,0.837944664,254,173,115,282,181,82,108,416,186,361,171,156,85,247,149,55,55,751,291,729,284,563,251,344,134,22,25
1400000US42045406802,42045406802,"Census Tract 4068.02, Delaware County, Pennsylvania",4241,339,585,264,576,0.984615385,263,87,58,518,260,9,15,869,325,859,325,275,126,728,310,10,15,572,258,541,253,428,213,272,146,31,38
1400000US42045406803,42045406803,"Census Tract 4068.03, Delaware County, Pennsylvania",8508,357,600,206,553,0.921666667,214,257,169,410,148,47,53,1046,383,804,270,559,210,413,189,242,234,1125,435,1089,429,944,390,530,258,36,44
1400000US42045406902,42045406902,"Census Tract 4069.02, Delaware County, Pennsylvania",6289,352,450,245,450,1,245,346,179,285,130,0,15,494,247,494,247,227,141,385,164,0,15,504,211,504,211,482,187,149,103,0,15
1400000US42045406903,42045406903,"Census Tract 4069.03, Delaware County, Pennsylvania",4867,254,351,144,336,0.957264957,137,157,88,245,121,15,22,492,201,413,147,294,115,279,111,79,106,614,252,591,251,423,210,310,108,23,27
1400000US42045406904,42045406904,"Census Tract 4069.04, Delaware County, Pennsylvania",4771,307,451,168,451,1,168,237,118,373,152,0,15,246,103,227,98,199,95,164,78,19,27,666,220,624,217,490,180,257,163,42,48
1400000US42045407000,42045407000,"Census Tract 4070, Delaware County, Pennsylvania",2573,109,156,67,150,0.961538462,65,92,48,123,61,6,9,277,96,262,92,164,67,189,76,15,26,350,143,303,113,253,101,112,51,47,42
1400000US42045407101,42045407101,"Census Tract 4071.01, Delaware County, Pennsylvania",4412,251,271,117,227,0.837638376,102,117,72,215,101,44,62,553,289,553,289,324,138,407,273,0,10,409,135,401,134,352,131,156,83,8,14
1400000US42045407102,42045407102,"Census Tract 4071.02, Delaware County, Pennsylvania",3290,230,205,107,205,1,107,107,68,195,105,0,10,351,202,336,186,134,88,244,144,15,21,238,127,238,127,220,119,48,53,0,10
1400000US42045407201,42045407201,"Census Tract 4072.01, Delaware County, Pennsylvania",4322,354,404,202,390,0.965346535,199,348,190,282,167,14,22,458,153,458,153,302,132,388,139,0,10,205,119,205,119,133,78,205,119,0,10
1400000US42045407202,42045407202,"Census Tract 4072.02, Delaware County, Pennsylvania",3278,228,126,77,126,1,77,81,56,126,77,0,10,295,110,272,107,237,100,167,79,23,34,486,229,474,229,442,222,197,106,12,18
1400000US42045407401,42045407401,"Census Tract 4074.01, Delaware County, Pennsylvania",3652,211,96,60,85,0.885416667,55,40,33,85,55,11,26,280,100,244,90,183,63,108,55,36,42,242,90,242,90,233,89,93,49,0,10
1400000US42045407404,42045407404,"Census Tract 4074.04, Delaware County, Pennsylvania",2913,163,119,67,84,0.705882353,59,76,57,64,46,35,40,127,91,127,91,127,91,69,51,0,10,224,112,224,112,177,91,94,55,0,10
1400000US42045407501,42045407501,"Census Tract 4075.01, Delaware County, Pennsylvania",2458,161,188,144,188,1,144,164,146,89,71,0,10,366,176,342,171,162,75,232,170,24,29,453,191,427,179,246,112,220,118,26,41
1400000US42045407502,42045407502,"Census Tract 4075.02, Delaware County, Pennsylvania",2841,172,255,107,240,0.941176471,99,110,57,167,90,15,24,359,114,359,114,339,109,74,45,0,10,462,152,442,147,433,147,44,36,20,22
1400000US42045407600,42045407600,"Census Tract 4076, Delaware County, Pennsylvania",4950,222,274,164,274,1,164,81,63,220,157,0,15,392,194,363,179,168,104,279,150,29,44,598,253,598,253,552,239,180,87,0,15
1400000US42045407700,42045407700,"Census Tract 4077, Delaware County, Pennsylvania",2654,24,311,109,275,0.884244373,98,83,45,215,89,36,38,446,187,427,183,262,130,248,107,19,23,437,147,388,143,312,136,201,117,49,42
1400000US42045407801,42045407801,"Census Tract 4078.01, Delaware County, Pennsylvania",4551,187,143,86,128,0.895104895,74,120,72,109,66,15,22,398,128,388,125,296,105,279,92,10,14,545,253,545,253,429,230,245,108,0,10
1400000US42045407802,42045407802,"Census Tract 4078.02, Delaware County, Pennsylvania",6185,262,102,105,102,1,105,102,105,44,52,0,15,341,196,341,196,233,143,237,163,0,15,554,221,554,221,361,155,435,170,0,15
1400000US42045407803,42045407803,"Census Tract 4078.03, Delaware County, Pennsylvania",5478,195,117,82,117,1,82,51,32,106,78,0,15,373,158,361,150,256,116,229,106,12,19,650,301,536,253,268,122,331,221,114,169
1400000US42045407804,42045407804,"Census Tract 4078.04, Delaware County, Pennsylvania",4412,231,167,76,160,0.958083832,71,129,66,102,47,7,10,276,97,269,99,191,76,203,75,7,11,419,279,377,272,266,191,126,133,42,66
1400000US42045407805,42045407805,"Census Tract 4078.05, Delaware County, Pennsylvania",1841,125,45,30,45,1,30,30,23,37,31,0,10,125,64,112,59,63,36,83,42,13,13,113,56,109,55,91,47,83,42,4,6
1400000US42045407806,42045407806,"Census Tract 4078.06, Delaware County, Pennsylvania",1700,99,43,38,43,1,38,26,22,23,25,0,10,181,78,181,78,140,77,108,43,0,10,107,88,107,88,107,88,23,20,0,10
1400000US42045407901,42045407901,"Census Tract 4079.01, Delaware County, Pennsylvania",3834,166,69,56,69,1,56,69,56,27,32,0,10,229,147,229,147,127,108,207,146,0,10,291,123,291,123,225,77,212,114,0,10
1400000US42045407902,42045407902,"Census Tract 4079.02, Delaware County, Pennsylvania",2882,160,114,83,114,1,83,30,28,101,80,0,10,292,126,292,126,263,118,98,55,0,10,269,126,259,119,235,117,100,55,10,16
1400000US42045407903,42045407903,"Census Tract 4079.03, Delaware County, Pennsylvania",3644,183,185,84,159,0.859459459,72,66,51,141,71,26,36,356,103,328,96,270,88,180,67,28,34,346,205,346,205,300,162,55,61,0,10
1400000US42045408001,42045408001,"Census Tract 4080.01, Delaware County, Pennsylvania",5966,239,238,134,238,1,134,133,74,194,124,0,15,449,170,449,170,348,163,403,172,0,15,665,281,665,281,545,228,197,143,0,15
1400000US42045408002,42045408002,"Census Tract 4080.02, Delaware County, Pennsylvania",3927,212,270,129,259,0.959259259,125,200,114,161,79,11,18,257,122,257,122,167,103,233,109,0,10,333,165,325,161,288,155,122,69,8,14
1400000US42045408101,42045408101,"Census Tract 4081.01, Delaware County, Pennsylvania",5025,203,107,65,107,1,65,49,54,72,43,0,15,619,174,600,168,463,129,350,125,19,20,424,185,424,185,404,178,134,94,0,15
1400000US42045408102,42045408102,"Census Tract 4081.02, Delaware County, Pennsylvania",3552,204,404,161,404,1,161,297,141,263,90,0,10,265,125,259,123,145,76,203,97,6,11,431,189,416,188,365,178,118,68,15,22
1400000US42045408103,42045408103,"Census Tract 4081.03, Delaware County, Pennsylvania",4476,227,326,154,310,0.950920245,138,198,104,260,147,16,23,421,139,416,140,297,113,322,110,5,9,745,257,699,252,662,244,196,109,46,44
1400000US42045408300,42045408300,"Census Tract 4083, Delaware County, Pennsylvania",3141,259,72,51,72,1,51,58,46,64,45,0,10,304,161,275,158,225,130,99,74,29,28,251,169,251,169,241,166,59,53,0,10
1400000US42045408400,42045408400,"Census Tract 4084, Delaware County, Pennsylvania",1995,116,164,130,164,1,130,137,128,100,65,0,10,120,44,120,44,101,44,120,44,0,10,117,51,117,51,111,48,110,45,0,10
1400000US42045408500,42045408500,"Census Tract 4085, Delaware County, Pennsylvania",4118,325,189,92,189,1,92,95,53,137,87,0,10,270,113,270,113,231,115,182,92,0,10,414,146,391,145,358,141,170,90,23,36
1400000US42045408600,42045408600,"Census Tract 4086, Delaware County, Pennsylvania",3330,165,114,61,114,1,61,60,53,104,58,0,10,383,142,373,140,272,118,236,104,10,15,87,63,87,63,87,63,56,52,0,10
1400000US42045408700,42045408700,"Census Tract 4087, Delaware County, Pennsylvania",4869,193,181,103,172,0.950276243,99,97,62,85,52,9,14,247,101,233,95,173,85,176,82,14,22,234,122,217,117,178,107,124,75,17,18
1400000US42045408800,42045408800,"Census Tract 4088, Delaware County, Pennsylvania",4974,403,376,208,341,0.906914894,201,45,46,320,208,35,56,808,318,808,318,564,241,469,207,0,10,703,315,703,315,619,314,218,80,0,10
1400000US42045408900,42045408900,"Census Tract 4089, Delaware County, Pennsylvania",2956,150,64,41,58,0.90625,37,58,37,26,24,6,11,52,46,52,46,38,45,46,41,0,10,277,141,277,141,227,123,84,60,0,10
1400000US42045409000,42045409000,"Census Tract 4090, Delaware County, Pennsylvania",3723,201,106,64,106,1,64,63,51,73,51,0,10,427,208,351,179,253,130,257,170,76,65,505,251,486,255,467,253,113,62,19,30
1400000US42045409100,42045409100,"Census Tract 4091, Delaware County, Pennsylvania",4264,199,148,81,148,1,81,98,69,88,50,0,10,254,114,254,114,216,93,131,65,0,10,709,294,709,294,577,289,222,125,0,10
1400000US42045409200,42045409200,"Census Tract 4092, Delaware County, Pennsylvania",4239,179,188,118,177,0.941489362,115,109,103,97,55,11,16,347,123,335,126,278,121,146,78,12,18,408,181,341,172,267,159,176,107,67,70
1400000US42045409300,42045409300,"Census Tract 4093, Delaware County, Pennsylvania",2440,108,109,56,93,0.853211009,42,38,21,87,45,16,17,220,70,220,70,169,58,121,56,0,10,336,172,336,172,294,165,91,52,0,10
1400000US42045409400,42045409400,"Census Tract 4094, Delaware County, Pennsylvania",2815,148,29,22,29,1,22,9,11,29,22,0,10,253,104,238,94,127,63,172,74,15,23,240,105,226,99,201,94,106,53,14,21
1400000US42045409500,42045409500,"Census Tract 4095, Delaware County, Pennsylvania",4727,286,307,136,223,0.726384365,110,155,102,190,111,84,75,493,134,470,131,281,95,330,107,23,36,439,337,230,139,120,96,150,94,209,308
1400000US42045409601,42045409601,"Census Tract 4096.01, Delaware County, Pennsylvania",4295,313,290,95,279,0.962068966,94,198,75,203,83,11,18,191,80,180,71,137,56,143,58,11,16,418,184,418,184,269,141,284,135,0,10
1400000US42045409602,42045409602,"Census Tract 4096.02, Delaware County, Pennsylvania",3581,395,824,275,806,0.97815534,275,693,271,177,93,18,21,246,117,226,112,183,107,76,48,20,33,622,288,463,174,373,160,175,86,159,189
1400000US42045409701,42045409701,"Census Tract 4097.01, Delaware County, Pennsylvania",5424,317,230,215,216,0.939130435,214,113,83,160,212,14,21,236,164,236,164,217,145,94,53,0,15,337,124,337,124,272,115,220,118,0,15
1400000US42045409702,42045409702,"Census Tract 4097.02, Delaware County, Pennsylvania",447,77,18,17,12,0.666666667,10,0,10,12,10,6,9,11,12,11,12,11,12,11,12,0,10,31,22,31,22,22,16,22,17,0,10
1400000US42045409802,42045409802,"Census Tract 4098.02, Delaware County, Pennsylvania",3754,207,117,66,117,1,66,85,56,61,40,0,15,130,62,120,58,102,52,48,39,10,16,357,113,357,113,325,108,77,51,0,15
1400000US42045409803,42045409803,"Census Tract 4098.03, Delaware County, Pennsylvania",7176,493,551,330,511,0.927404719,317,207,155,354,211,40,45,505,237,377,195,294,146,188,124,128,127,876,434,836,428,771,444,509,396,40,39
1400000US42045409902,42045409902,"Census Tract 4099.02, Delaware County, Pennsylvania",5339,379,616,518,546,0.886363636,418,455,407,242,117,70,104,787,299,787,299,620,255,488,266,0,15,473,185,473,185,414,165,280,152,0,15
1400000US42045409903,42045409903,"Census Tract 4099.03, Delaware County, Pennsylvania",3821,284,218,89,207,0.949541284,86,114,60,183,80,11,17,394,141,373,140,261,101,245,109,21,23,427,165,427,165,364,150,155,83,0,10
1400000US42045409904,42045409904,"Census Tract 4099.04, Delaware County, Pennsylvania",4013,295,134,117,134,1,117,103,77,60,56,0,10,289,205,248,160,127,71,172,147,41,51,258,129,252,127,211,125,148,68,6,9
1400000US42045410000,42045410000,"Census Tract 4100, Delaware County, Pennsylvania",4000,103,264,167,264,1,167,143,93,205,150,0,10,275,152,257,146,218,124,140,90,18,29,233,95,233,95,199,85,159,76,0,10
1400000US42045410100,42045410100,"Census Tract 4101, Delaware County, Pennsylvania",6796,241,203,153,187,0.921182266,151,156,147,42,39,16,27,308,197,224,135,174,114,150,112,84,79,461,256,461,256,435,254,223,148,0,15
1400000US42045410200,42045410200,"Census Tract 4102, Delaware County, Pennsylvania",3715,20,63,31,63,1,31,42,27,57,27,0,10,315,142,315,142,283,131,144,81,0,10,313,124,313,124,204,96,189,92,0,10
1400000US42045410301,42045410301,"Census Tract 4103.01, Delaware County, Pennsylvania",6073,373,134,81,105,0.78358209,75,105,75,55,43,29,33,872,390,859,390,444,200,565,275,13,20,472,179,472,179,374,171,289,140,0,15
1400000US42045410302,42045410302,"Census Tract 4103.02, Delaware County, Pennsylvania",9561,364,473,314,456,0.964059197,311,407,304,232,107,17,24,793,268,709,245,626,247,520,188,84,127,960,337,847,356,716,359,464,179,113,146
1400000US42045410400,42045410400,"Census Tract 4104, Delaware County, Pennsylvania",9119,31,377,145,334,0.885941645,147,139,90,280,142,43,68,582,218,582,218,539,209,270,112,0,15,371,152,311,138,226,100,241,117,60,81
1400000US42045410500,42045410500,"Census Tract 4105, Delaware County, Pennsylvania",5193,446,1127,375,1067,0.946761313,350,380,241,776,304,60,61,1592,456,1381,407,517,233,974,331,211,90,1143,328,972,289,715,212,294,166,171,110
1400000US42045410601,42045410601,"Census Tract 4106.01, Delaware County, Pennsylvania",3659,259,253,177,253,1,177,50,39,242,178,0,10,417,174,375,156,221,105,237,104,42,39,355,198,332,193,297,175,138,102,23,35
1400000US42045410602,42045410602,"Census Tract 4106.02, Delaware County, Pennsylvania",4543,285,270,98,263,0.974074074,99,128,69,252,98,7,12,591,184,547,174,345,118,325,144,44,36,619,200,537,179,353,122,276,119,82,70
1400000US42045410700,42045410700,"Census Tract 4107, Delaware County, Pennsylvania",3942,477,1540,558,1409,0.914935065,566,231,128,1364,566,131,119,1403,545,1328,512,421,179,1090,502,75,89,331,153,300,153,180,88,174,131,31,31
1400000US42045410800,42045410800,"Census Tract 4108, Delaware County, Pennsylvania",7793,271,372,183,332,0.892473118,167,248,167,155,85,40,57,343,163,343,163,274,144,199,84,0,15,681,346,636,330,475,217,491,294,45,70
1400000US42047950100,42047950100,"Census Tract 9501, Elk County, Pennsylvania",1488,167,220,66,196,0.890909091,57,93,30,183,57,24,19,292,74,288,74,182,50,179,64,4,5,334,94,334,94,282,66,154,59,0,10
1400000US42047950200,42047950200,"Census Tract 9502, Elk County, Pennsylvania",3169,178,369,100,339,0.918699187,98,158,49,306,96,30,21,656,130,629,125,398,90,420,98,27,21,717,123,683,122,577,107,277,59,34,17
1400000US42047950400,42047950400,"Census Tract 9504, Elk County, Pennsylvania",3734,43,670,162,655,0.97761194,160,229,107,511,129,15,18,919,238,919,238,727,233,534,192,0,10,1012,238,955,220,735,214,453,154,57,40
1400000US42047950500,42047950500,"Census Tract 9505, Elk County, Pennsylvania",2445,179,338,113,314,0.928994083,106,118,47,293,101,24,31,656,177,642,178,354,147,485,145,14,16,508,136,508,136,410,116,169,60,0,10
1400000US42047950900,42047950900,"Census Tract 9509, Elk County, Pennsylvania",2177,146,272,92,271,0.996323529,92,116,46,249,90,1,3,485,114,439,103,344,96,231,64,46,44,732,173,716,168,550,146,304,103,16,20
1400000US42047951000,42047951000,"Census Tract 9510, Elk County, Pennsylvania",4818,148,448,143,448,1,143,297,118,309,99,0,10,1208,309,1190,302,840,204,769,230,18,22,1137,292,1137,292,998,263,332,170,0,10
1400000US42047951100,42047951100,"Census Tract 9511, Elk County, Pennsylvania",5010,171,695,200,666,0.958273381,194,387,152,564,177,29,48,1079,263,1079,263,767,212,672,193,0,15,1021,389,966,365,746,335,277,149,55,71
1400000US42047951200,42047951200,"Census Tract 9512, Elk County, Pennsylvania",1953,127,191,74,152,0.795811518,52,94,36,126,49,39,55,554,128,547,125,289,89,412,110,7,11,149,74,146,74,124,66,51,45,3,4
1400000US42047951300,42047951300,"Census Tract 9513, Elk County, Pennsylvania",5137,169,477,145,461,0.966457023,141,209,106,369,137,16,25,1209,340,1206,338,836,251,688,281,3,7,1085,379,1055,376,853,349,463,182,30,34
1400000US42049000100,42049000100,"Census Tract 1, Erie County, Pennsylvania",1226,138,1082,144,1051,0.971349353,145,301,102,993,147,31,40,117,63,110,57,40,31,88,51,7,12,19,18,19,18,19,18,0,10,0,10
1400000US42049000200,42049000200,"Census Tract 2, Erie County, Pennsylvania",3752,241,648,178,612,0.944444444,172,357,161,443,108,36,28,432,120,384,113,305,102,278,89,48,41,805,222,769,213,575,172,421,161,36,58
1400000US42049000300,42049000300,"Census Tract 3, Erie County, Pennsylvania",2708,362,668,235,634,0.949101796,211,215,97,561,201,34,40,1156,319,1057,277,765,288,372,135,99,86,314,178,226,129,226,129,31,51,88,122
1400000US42049000400,42049000400,"Census Tract 4, Erie County, Pennsylvania",2296,371,404,208,337,0.834158416,174,101,58,263,158,67,95,1185,412,989,371,440,146,761,356,196,144,470,239,429,217,326,159,165,95,41,46
1400000US42049000500,42049000500,"Census Tract 5, Erie County, Pennsylvania",3336,425,1161,333,1021,0.879414298,301,187,79,986,302,140,124,1198,429,1001,389,173,81,848,392,197,124,728,354,728,354,335,209,452,315,0,10
